score,cls_name,credit,note,cid,tid,populartiy,ct
nan,通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1049,921,0.9142857142857143,1049_921
"1.上課參與10%
2.小組成員對社區的認識20%
3.所負責分工任務的執行情形20%
4.小組參訪社區的次數10%
5.小組作業成果30%
6.小組作業獲得的社區回饋情形10%",通識－統合(M),2.0,,1050,870,0.6666666666666666,1050_870
nan,通識－統合(M),2.0,"本課程為智慧城市學分學程課程，是否
列入畢業學分請至各系確認。詳情請參
閱「通識課程選課須知」。統合類課程  不得轉認列為人文、社會或自然領域課程  。",1051,963,0.9714285714285714,1051_963
成果發表,通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1053,576,0.74,1053_576
"藉由本課程的修習，使學生全盤了解衛星定位導航之理論基礎與運作流程，透過課堂講授與專題報告練習，了解與掌握衛星定位系統運作的理論、原理、方法、與應用。課程內容將介紹衛星導航系統的工作原理，包含地理資訊系統基本概念(Geographic Information Systems; GIS)、衛星定位導航系統介紹(Global Navigation Satellite System; GNSS)、美國衛星定位系統運作原理(Global Positioning System; GPS)、地圖投影與坐標系統、路徑規劃與旅行時間、智慧運輸管理系統等。
1.期中考試及隨堂課業：
    期中考試採隨堂測驗方式，於學校正式期中考結束後次週舉行。內容包括上課講授內容與教科書內容。隨堂課業包含平時測驗、作業、及課程中之口頭問答等，目的在於培養學生平日良好的學習態度及學習精神。
2.期末專題報告：
　　期末專題報告為本課程最重要的學習活動之一，主要以「衛星定位導航相關創新延伸應用」為主題，採分組方式由學生發揮創意與想像力，共同討論研究，展現團隊合作能力，提出創新的衛星定位系統相關應用。每一專題由二至三人為一組進行之，須完成專題企劃書(Word)及簡報(PowerPoint)資料，並於期末安排進行口頭簡報，說明創新應用的構想與內容。專題報告著重在對衛星定位導航應用的瞭解與領悟，並藉由與其它資訊科學的整合應用，運用豐富的想像力，活用衛星定位導航應用，並培養同學的創新能力。
　　學期成績計算項目及權重標準如下：
1.期中考試：25%
2.隨堂課業(含隨堂測驗、作業、口頭問答等)：35%
3.期末專題報告：40%",通識－統合(M),2.0,"本課程為智慧城市學分學程課程，是否
列入畢業學分請至各系確認。詳情請參
閱「通識課程選課須知」。統合類課程  不得轉認列為人文、社會或自然領域課程  。",1054,964,0.8833333333333333,1054_964
"出缺席與討論狀況：30%
期中考、平時考、專文作業40%
期末考、專文作業、小組報告：30%",通識－統合(M),2.0,,1055,960,0.9,1055_960
nan,通識－統合(M),2.0,本課程為全英授課。,1055,828,1.0,1055_828
"1、出席率(含課堂實作) ：35%(若缺課5次，出席分數以0分計算。)
2、期中個人報告：30%(需繳交PPT與上傳作品)
3、期末小組專題發表：35%(擇定報告主題，需先與教師商訂，需繳交PPT與上傳作業)
※擇定報告主題與報告形式，需先與教師商訂，作業請準時繳交,，逾期扣分。",通識－統合(M),3.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。文化資產綜合學分學程。統合類課程不得轉認列為  人文、社會或自然領域課程。,1056,520,0.975,1056_520
"本課程將帶領學生以書寫故事及繪畫創作為媒介, 透過製作繪本來啟發學生的敘事的能力和生命智慧。
授課內涵為：
1.以寫作與繪本創作的形式引導學生開發想像創作潛能。
2.幫助學生學習開發視覺語言能力。
3.藉由繪本製作過程使學生有機會瞭解自我成長，瞭解他人與世界的多元。
4.透過製作、寫作、分享與期末展示繪本瞭解各種校園不同的故事及其所代表的意義。
5.你將被要求在學期末完成一本繪本，並且參與展出。
6.你可以使用各種媒材和方法來完成你的繪本。
平時40%( 30%出缺席+ 10%延伸閱讀)
期中分鏡圖、小樣書 20%
期末完成繪本準時參與展出 40%",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1057,842,0.8,1057_842
"本課程探討視覺藝術的各個層面, 包括視覺藝術與回應屬於藝術本質的內容認知、與價值分析。研究內容涉及藝術和美感分析, 並與心理、哲學、藝術治療領域連結, 藉此來了解各種視覺藝術創作的心理與內涵。從「美的歷程」探索心靈，討論藝術圖像的象徵性和超越的功能，使學生對視覺藝術創作的評析延伸深化至個人對創造力的認識，透過了解視覺藝術與創作的內涵、背景、定義、 範疇和特性，進而學習如何釋放自己的創意潛能。
平時參與實作 30%( 30%出缺席+ 10%延伸閱讀)
期中心得報告 30%
期末心得報告 30%
小老師創意主題教學(內容、完整性、深度10%)",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1058,842,0.94,1058_842
"- 教授帶來一些國際雜誌一篇關於環境問題給學生做研究
- 學生在課堂上閱讀文章，完成報告與上台報告
- 期中考，並在期末做上台報告",通識－統合(M),2.0,本課程為全英語授課。是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1059,876,0.76,1059_876
"作業暨評分說明(請一律透過教學平台繳交作業，並按照規定命名檔案)
1-心得報告(10%)
  觀賞表演藝術心得
2-小組作業(60%)
含課程參與度、設計過程與實務、習作呈現(討論中?)
	計畫大綱(10%)
	計畫討論(10%)
	計畫報告呈現(20%)
	電子檔Final(20%)
3-出席率及課堂表現(30%)
因牽涉到實作及teamwork，每堂都點名，可事先請假，以利安排分工。
4-作業請準時繳交，逾時扣學期總分5分。若有特殊原因，請事先告知及延緩時間。
5-作業檔名請依據說明命名，若不照規定，斟酌扣分。
6-不定時加分",通識－統合(M),2.0,,1060,965,0.88,1060_965
"作業 40% (8*5%)
期末專題 60% (專題Demo & 上架)",通識－統合(M),2.0,此課程為2學分，每週需上4小時，於期中考前將提前結束課程，有程式設計背景者佳。,1061,555,0.5777777777777777,1061_555
"社會企業個案研究討論40%
團隊討論與合作開發30%
成果展出30%
課程參與態度:希望以下條件
1.肯學習且願意團隊合作者佳。
2.對社會企業議題興趣者。
3.肯吃苦願意挑戰並完成專案者。",通識－統合(M),2.0,,1062,966,0.9,1062_966
nan,通識－統合(M),2.0,,1063,295,0.9047619047619048,1063_295
nan,通識－統合(M),2.0,,1064,967,0.8222222222222222,1064_967
nan,通識－統合(M),2.0,,1066,969,0.875,1066_969
nan,通識－統合(M),2.0,此為自主是課程不開放選課,1067,414,0.9583333333333334,1067_414
"小組討論、過程記錄、參與率       35%
課程實作     35%
期末成果發表 30%",通識－統合(M),2.0,,1068,966,1.0,1068_966
nan,通識－統合(M),2.0,,1070,414,1.0,1070_414
nan,通識－統合(M),2.0,,1061,552,0.9230769230769231,1061_552
nan,通識－統合(M),2.0,此為自主是課程不開放選課,1071,845,1.0,1071_845
nan,體育選項二年級,0.0,上課地點：體育館二樓舞蹈室,1074,971,0.94,1074_971
期末50％期中20％出席30％,體育選項二年級,0.0,,1075,502,0.7666666666666667,1075_502
"平時成績  30%
筆試成績  20%
術科成績  50%",體育選項二年級,0.0,"上課地點：第二舞蹈教室(體育館二樓),謝絕旁聽生",1076,502,0.92,1076_502
"期中考30%
期末考 30%
出席、學習態度40%",體育選項二年級,0.0,上課地點：第一舞蹈教室(體育館二樓) ，謝絕旁聽生,1076,972,0.94,1076_972
"授課方式：一 學理講解 二 示範教學 三 實際操作 四 多媒體電視輔助教學
成績評定：
上課出席率、學習精神與態度60% 
學習術科操作評量20% 
自我評量10% 
期末心得報告10%",體育選項二年級,0.0,上課地點：體育館二樓第一健身室,1077,692,0.96,1077_692
nan,體育選項二年級,0.0,上課地點：體育館二樓第一健身室,1077,973,0.92,1077_973
平時成績30%  術科測驗50%  體育常識20%,體育選項二年級,0.0,上課地點：體育館一樓多功能球場,1078,386,0.6333333333333333,1078_386
"一、技能測驗50％
二、體育常識20％
三、精神道德30％",體育選項二年級,0.0,上課地點：第二舞蹈教室(體育館二樓),1079,974,0.6,1079_974
一、繩結與確保30%   二、雙繩垂降20%   三、橫渡技巧20%  四、上方確保攀登30%,體育選項二年級,0.0,上課地點：攀岩塔,1080,445,0.9,1080_445
平時成績 50% /  術科測驗 20% /  成果發表30%,體育選項二年級,0.0,,1081,196,0.8,1081_196
nan,體育選項二年級,0.0,上課地點：第二舞蹈教室(體育館二樓),1082,974,1.0,1082_974
nan,體育選項二年級,0.0,上課地點：第二舞蹈教室(體育館二樓),1082,975,0.96,1082_975
"平時成績  30%
筆試成績  20%
術科成績  50%",體育選項二年級,0.0,,1082,502,0.92,1082_502
"授課方式：一 學理講解 二 示範教學 三 實際操作 四 多媒體電視輔助教學 
成績評定： 
上課出席率、學習精神與態度60% 
學習術科操作評量20% 
自我評量10% 
期末心得報告10%",體育選項二年級,0.0,"上課地點：第一舞蹈教室(體育館二樓),上課需換穿乾淨運動鞋",1083,692,0.86,1083_692
"一 由指導教師帶動教學，團體實際操作。二 多媒體電視輔助教學
成績評定：
上課出席率、學習精神與態度60% 
學習術科操作評量20% 
自我評量10% 
期末心得報告10%",體育選項二年級,0.0,上課地點：飛輪教室(體育館六樓),1084,976,0.85,1084_976
"一 由指導教師帶動教學，團體實際操作。二 多媒體電視輔助教學
成績評定：
上課出席率、學習精神與態度60% 
學習術科操作評量20% 
自我評量10% 
期末心得報告10%",體育選項二年級,0.0,上課地點：飛輪教室(體育館六樓),1084,692,0.9,1084_692
"期中考占百分之30分
期末考占百分之30分
平時成績百分之30分
體能成績百分之10分",體育選項二年級,0.0,上課地點：主球場(體育館三樓),1085,977,0.95,1085_977
"技能測驗 50%
學習精神與態度 30%
學科測驗 20%",體育選項二年級,0.0,上課地點：田徑場,1086,457,0.9666666666666667,1086_457
平時分數百分之30     術科百分之50      筆試百分之20,體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,978,0.95,1087_978
"一、技術測驗50％
二、體育常識20％
三、精神道德30％",體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,974,0.5833333333333334,1087_974
筆試(體育常識) 20%    技能測驗50%     運動精神及學習態度30%,體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,979,0.9166666666666666,1087_979
筆試(體育常識) 20%    技能測驗50%     運動精神及學習態度30%,體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,231,0.9666666666666667,1087_231
筆試(體育常識) 20%    技能測驗50%     運動精神及學習態度30%,體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,980,0.9166666666666666,1087_980
nan,體育選項二年級,0.0,,1088,981,0.8666666666666667,1088_981
期中測驗 30%    期末測驗 30%     運動精神及學習態度 40%,體育選項二年級,0.0,上課地點：網球場,1089,196,0.9333333333333333,1089_196
"上課出席率及學習精神與態度50%
術科測驗30%
體育常識20%
PS:未到課次數達五次時,學期成績不及格",體育選項二年級,0.0,上課地點：網球場,1089,365,0.9333333333333333,1089_365
筆試(體育常識) 20%    技能測驗50%     運動精神及學習態度30%,體育選項二年級,0.0,上課地點：網球場,1089,118,0.9333333333333333,1089_118
太極拳的特點是技擊與內容緊密結合'練拳與養生融為一體'在技擊原則上'太極拳多是以逸待勞'以靜制動'無論是在技擊理論'實戰記法方面'還是健身養生方面'太極拳都為武術的根源之一.,體育選項二年級,0.0,上課地點：體育館二樓第二舞蹈室,1090,971,0.92,1090_971
一、術科測驗50%  二、排球規則筆試20%  三、道德精神成績30%,體育選項二年級,0.0,上課地點：主球場(體育館三樓),1091,445,0.8833333333333333,1091_445
nan,體育選項二年級,0.0,地點：主球場(體育館三樓),1091,982,0.9833333333333333,1091_982
"1.術科測驗:40%
2.期中:30%
3.平時:30%",體育選項二年級,0.0,上課地點：主球場(體育館三樓),1091,983,1.0,1091_983
"1.術科測驗:30%
2.期中:30%
3.平時:40%",體育選項二年級,0.0,上課地點：主球場(體育館三樓),1091,423,0.8833333333333333,1091_423
"1.第一至第八週：體適能檢測二週(坐姿體前彎、仰臥起坐、立定跳遠、800/1,600m跑走)。陸上運動課程─依教師專長項目協同教學，每專項單元授課二至三週，循序轉換。
2.第九週起：游泳課程─同時段依學生游泳能力進行分級分組協同教學。　 
3.體適能檢測不合格者需參加體適能補救教學，無故未參加者體育成績不及格。
4.無故缺課(含服裝不整)三次者體育術科扣考。",體育選項二年級,0.0,"上課地點:游泳池,天冷至校外上課須另付費",1092,267,0.9333333333333333,1092_267
"1.第一至第八週：體適能檢測二週(坐姿體前彎、仰臥起坐、立定跳遠、800/1,600m跑走)。陸上運動課程─依教師專長項目協同教學，每專項單元授課二至三週，循序轉換。
2.第九週起：游泳課程─同時段依學生游泳能力進行分級分組協同教學。　 
3.體適能檢測不合格者需參加體適能補救教學，無故未參加者體育成績不及格。
4.無故缺課(含服裝不整)三次者體育術科扣考。",體育選項二年級,0.0,"課地點:游泳池,天冷至校外上課須另付費",1092,560,0.8333333333333334,1092_560
平時成績30% 術科測驗50% 體育常識20%,體育選項二年級,0.0,上課地點：多功能球場(體育館一樓),1093,136,0.85,1093_136
平時成績30% 術科測驗50% 體育常識20%,體育選項二年級,0.0,上課地點：多功能球場(體育館一樓),1093,386,1.0,1093_386
平時成績30% 術科測驗50% 體育常識20%,體育選項二年級,0.0,上課地點：多功能球場(體育館一樓),1093,982,1.0,1093_982
平時成績30% 術科測驗50% 體育常識20%,體育選項二年級,0.0,,1093,445,0.9833333333333333,1093_445
術科50% 、體育常識20%、平常成績30%。,體育選項二年級,0.0,"上課地點：第一舞蹈教室(體育館二樓),上課需換穿乾淨運動鞋",1094,984,0.6,1094_984
"上課出席率及學習精神與態度50%
術科成績30%
體育常識20%",體育選項二年級,0.0,,1095,365,0.88,1095_365
點名及上課態度，實做,體育選項二年級,0.0,上課地點：第二舞蹈室(體育館二樓),1096,985,0.96,1096_985
"出席率40%
期中考30%
期末考30%",體育選項二年級,0.0,,1096,168,0.92,1096_168
"期中考占百分之30分
期末考占百分之30分
平時成績百分之40分",體育選項二年級,0.0,上課地點：主球場(體育館三樓)，修課學生需自備羽球及羽球拍,1097,262,0.95,1097_262
1.術科測驗 50% 平常成績 30% 體育常識測驗 20%,體育選項二年級,0.0,上課地點：主球場(體育館三樓)，修課學生需自備羽球及羽球拍,1097,629,0.9666666666666667,1097_629
"期中考占百分之30分
期末考占百分之30分
平時成績百分之30分
體能成績百分之10分",體育選項二年級,0.0,上課地點：主球場(體育館三樓)，修課學生需自備羽球及羽球拍,1097,977,1.0,1097_977
"平時成績  40%
術科成績  60%",體育選項二年級,0.0,"上課地點：第二舞蹈教室(體育館二樓),上課需換穿乾淨運動鞋",1098,972,0.96,1098_972
術科50% 、體育常識20%、平常成績30%。,體育選項二年級,0.0,"上課地點：第二舞蹈教室(體育館二樓),上課需換穿乾淨運動鞋",1099,984,1.0,1099_984
"術科60% 
平常成績40%。",體育選項二年級,0.0,"上課地點：第二舞蹈教室(體育館二樓),上課需換穿乾淨運動鞋",1099,972,0.96,1099_972
技能測驗20%、學習態度40%、體育常識40%,體育選項適應體育班,0.0,"上課地點：桌球教室(電通館地下室)修習適應體育班者,應以身體障礙不適參加劇烈運動者為限,並應檢附該學期區域或同等級以上醫院證明.",1100,986,0.5666666666666667,1100_986
技能測驗20%、學習態度40%、體育常識40%,體育選項三四年級,1.0,不可抵必修.上課地點：桌球室(電通館地下室),1087,986,0.45,1087_986
技能測驗50%     運動精神及學習態度50%,體育選項三四年級,1.0,"不可抵必修,上課地點:網球場",1089,981,0.7666666666666667,1089_981
nan,體育選項三四年級,1.0,不可抵必修.校外上課須另付費。,1095,987,0.44,1095_987
nan,綜合班,3.0, ,25,160,0.9125,25_160
期中考30%，期末考30%，平時成績40%,綜合班,4.0,須隨班修習選課代號3772「中級會計學(一)實習」課,165,211,0.9473684210526315,165_211
出席率：30%  期中報告：30%  期末報告：40%,綜合班,3.0,僅限配當為102學年度之前學生修課，低年級修本科不計入學分。,1101,988,0.37142857142857144,1101_988
「公民視野」(政治知能)課程中教授有關於資訊倫理與社會責任的案例知識，於網路教室中進行測驗評分看同學是否達到通過標準，60分以上即為通過。,綜合班,0.0,僅限配當為102學年度之前學生修課，低年級修本科不計入學分。,1102,989,0.16,1102_989
要求學生將參訪之地點和內容，做一數位多媒體的專題介紹，進行深入之參訪對象介紹。,綜合班,0.0,僅限配當為102學年度之前學生修課，低年級修本科不計入學分。,1103,989,0.16,1103_989
"出席、課堂參與：40%
個人作業與報告：30%
小組作業與報告：30%",綜合班,2.0,僅限配當為103&104學年度之學生修課，非該配當年度修本科不計入學分。,709,956,0.4264705882352941,709_956
出席率：30%  期中報告：30%  期末報告：40%,綜合班,2.0,僅限配當為103&104學年度之學生修課，非該配當年度修本科不計入學分。,709,988,0.8676470588235294,709_988
出席率、隨堂小考、期中考試、期末考試,綜合班,3.0,綜合班不需要修習實習課,412,490,0.7,412_490
nan,綜合班,3.0,綜合班不需要修習實習課,409,895,0.7142857142857143,409_895
"學期成績計算方法與項目標準如下：
(1) Homework assignment: 10%
(2) Attendance rate: 10% 
(3) Quiz: 20%
(4) Midterm exam: 30% 
(5) Final exam: 30%",綜合班,3.0,綜合班不需要修習實習,415,493,0.4,415_493
影片,綜合班,0.0,,1104,4,0.83,1104_4
"課堂作業25%, 程式實作45%, 集中考試30%",綜合班,2.0, ,537,559,0.9701492537313433,537_559
"課堂作業25%, 程式實作45%, 集中考試30%",綜合班,2.0, ,538,559,0.9552238805970149,538_559
"平時成績 (作業、小考、點名) 
考試 (紙本+上機考)",綜合班,2.0, ,1105,568,0.425,1105_568
"平時(30%) 作業(至少8題)
          小考(不定時)
          出席記錄(基本分100分)
期中(35%) 上機考
期末(35%) 上機考
所有學生必須參與計算機概論及實習課的所有上課、作業、考試等課程活動。學期成績以評量標準綜合計算，並給予所修習課程同一分數。
評量標準綜合計算方式：以兩課程平均分數為最後成績。",綜合班,2.0, ,1106,568,0.425,1106_568
"1.學期成績計算項目及權重標準如下：
  A.平時考核 30％
  B.期中考成績 35％
  C.期末考成績 35％
2.期中、期末考均配合學校考試時程進行，內容包含所有講授內容。
3.平時成績考核包括上課出席、聽講情形、課堂上的問與答及實務演練。",綜合班,3.0,,174,990,0.8686868686868687,174_990
平常成績40%；期中考30%；期末考30%,綜合班,3.0,須隨班修習選課代號3793「會計學(一)實習」課,161,991,0.9759036144578314,161_991
"Midterm (35%);
Final Exam(35%);
In-class Performance (30%)：出席、課堂參與、PBL報告(10%)；TA實習課(含小考和作業)(20%)。",綜合班,3.0,需隨班修習3795「經濟學(一)實習」,10,357,0.9722222222222222,10_357
nan,綜合班,0.0,需隨班修習3794「經濟學(一)」正課,11,992,0.9722222222222222,11_992
"1.課程講授
2.聽演講
3.校外參訪或觀看影片
4.網上學習",綜合班,3.0,,1107,993,0.3,1107_993
此作業是於文明史課程中，由授課教師指定主題進行相關資訊蒐集彙整。 由授課教師評定通過與否。,綜合班,0.0,,1108,643,0.2,1108_643
nan,綜合班,2.0,,610,994,0.8285714285714286,610_994
"平時(40%) : 作業、小考、出席記錄
考試(70%) : 上機考、紙本考試",綜合班,2.0,非同步遠距教學課程[限106學年度第1學期計算機概論與實習(III)未通過學生修習],1105,558,0.5,1105_558
"期中考,期末考,平時考試,出席率",綜合班(微積分),3.0,"1.A班微積分(二)為下學期課程,2.需搭   配A班微積分(二)實習3.各學院重補修  生均可修習，但以理、工、資電學院及  土木、水利系之大四及延畢生優先優先  ，但實習課程必須隨正課班級修習。",1110,450,1.0,1110_450
nan,綜合班(微積分),3.0,(1)B班微積分(二)為下學期課程 (2)需   搭配B班微積分(二)實習(3)限商、金融  學院及土管、都資、建築系重補修生修  習，但實習課程必須隨正課班級修習。    (4)大四及延畢生優先,1110,269,1.0,1110_269
"Grading
In-class work 50%
(1)	Homework assignment (extensive reading, ESP/NGSL vocabulary) (30%)
(2)	Activities (e.g., attendance, classroom tasks, etc.) (20%)
Midterm exam 30%
(1)	Written component (20%)
(2)	Oral interview (10%)
Final exam 20%
Bonus: online work",商英A班,2.0,初級班(第1級)。,1111,4,0.9714285714285714,1111_4
"1.	Grading of 106-1
Midterm exam	20%
Final exam 20%
In-class work	60%
Homework assignments (extensive reading, NGSL vocabulary)	25%
Activities (e.g., attendance, online work, classroom tasks, etc.) 25%	
Oral interview	10%	
1.Please purchase original textbook, following intellectual property law. 
請尊重智慧財產權，購買原文書。 
2.The texts and exercises will be completed in class.  Please bring textbooks to class. 
上課請帶課本，課文和習題會在課堂完成。",商英A班,2.0,初級班(第1級)。,1111,995,1.0,1111_995
"Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 20%  (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) NGSL vocabulary: 10%
(4) Other outside reading: 10%
(5) Other in-class activities: 10%
Midterm exam 20%
Exam papers + outside reading (10%)
Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1112,374,0.8857142857142857,1112_374
"Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) NGSL vocabulary: 10%
(4) Extensive reading: 10%
(5) Other in-class activities: 20%
Midterm exam 20%
Exam papers + outside reading (10%)
Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1112,317,0.9142857142857143,1112_317
"平時Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) added by levels
期中Midterm exam 20%
Exam papers + outside reading (10%) : unified by levels
期末Final exam 20%
Exam papers + outside reading (10%): unified by levels",商英A班,2.0,中級班(第2級)。,1112,431,0.9142857142857143,1112_431
"Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) Extensive reading: 20%
(4) Other in-class activities: 20%
Midterm exam 20%
Exam papers + outside reading (10%)
Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1112,131,0.9428571428571428,1112_131
"平時Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) added by levels
期中Midterm exam 20%
Exam papers + outside reading (10%) : unified by levels
期末Final exam 20%
Exam papers + outside reading (10%): unified by levels",商英A班,2.0,中級班(第2級)。,1112,785,0.8571428571428571,1112_785
"平時Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) NGSL vocabulary: 10%
(4) Extensive reading: 10%
(5) Other in-class activities: 20%
期中Midterm exam 20%
Exam papers + outside reading (10%)
期末Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1112,996,0.9142857142857143,1112_996
"Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% 
(2) Outside Reading homework, quizzes 10%
(3) Extensive reading 4 readers: 20%
(4) Other in-class activities: 20%
Midterm exam 20%
Exam papers + outside reading (10%)
Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1112,997,0.8285714285714286,1112_997
"1. Coursework 60% 
    (1) Attendance 10% 
    (2) Review quizzes 10%
    (3) Outside reading quizzes 10% 
    (4) Communicative task 20%
    (5) Extensive reading 10%
2. Midterm Exam 20%
3. Final Exam 20%
* Please purchase original textbooks, following intellectual property law. 請尊重智慧財產權，購買原文書。 
* Bring textbooks to class. The texts and exercises will be completed in class.  上課請帶課本，課文和習題會在課堂完成。",商英A班,2.0,中高級班(第3級)。,1113,253,0.6857142857142857,1113_253
"1. In-class work 40%
2. Midterm exam 20% 
3. Final exam 20%
4. Outside reading: 10% 
5. Oral communication task: 10%",商英A班,2.0,中高級班(第3級)。,1113,499,0.7428571428571429,1113_499
"In-class work:  60%
Midterm:        20%
Final:          20%",商英A班,2.0,中高級班(第3級)。,1113,491,0.7428571428571429,1113_491
"1. Course work 60% 
    (1) Attendance 20% 
    (2) I learn quizzes 20% 
    (3) Oral presentation 20% 
2. Midterm Exam 20%
3. Final Exam 20%
* 缺考學生需於考試當天起3天內向任課教師請假，經教師簽名同意後送外語中心始得申請補考。
* Please purchase original textbooks, following intellectual property law. 請尊重智慧財產權，購買原文書。 
* Bring textbooks to class. The texts and exercises will be completed in class.  上課請帶課本，課文和習題會在課堂完成。",商英A班,2.0,中高級班(第3級)。,1113,190,0.7142857142857143,1113_190
nan,商英A班,2.0,中高級班(第3級)。,1113,158,0.6571428571428571,1113_158
nan,商英A班,2.0,中高級班(第3級)。,1113,998,0.7714285714285715,1113_998
"Course work 60% 
    (1) Attendance  10% 
    (2) Participation 15%
    (2) Outside reading quizzes 10% 
    (3) Communicative task & Assignments 25%
Midterm Exam 20%
Final Exam 20%
1.Please purchase original textbook, following intellectual property law. 
請尊重智慧財產權，購買原文書。 
2.The texts and exercises will be completed in class.  Please bring textbooks to class. 
上課請帶課本，課文和習題會在課堂完成。",商英A班,2.0,中高級班(第3級)。,1113,436,0.7428571428571429,1113_436
"Instructor: Shane Donald 
Class Time and Place: Engineering Building 302, Wednesday 8:10 - 10am
Required Text: 
Office and Office Hours: Humanities Building 416. Monday 5:10 - 6pm, Tuesday 2.10 - 3pm, Thursday10:10 - 11am.
Telephone Number: 2451 7250, ext 5639 
Email:theteachingproject2016@gmail.com
First-year English (FE) is a required 2-credit course for freshman students at Feng Chia University. Split into four levels based upon students’ English proficiency, it aims to develop their communication skills. Homework assignments emphasize reading. The reading should help students simultaneously improve their English and their ability to become autonomous learners. FE’s learning goals are grounded in outcome-based learning practices; this means students should be able to accomplish specific tasks in English, as outlined below, by the end of the course.
FE3 is a three-skills course, focusing on the reading, listening and speaking skills needed in an academic setting. The classroom is an interactive environment where students must communicate with both the teacher and each other. Readings based on academic and multicultural themes will form the core of the English-input materials used. Basic presentation skills will be taught. Students will demonstrate their comprehension and analytical skills through their presentations of a multicultural theme. 
平時Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) added by levels
期中Midterm exam 20%
Exam papers + outside reading (10%) : unified by levels
期末Final exam 20%
Exam papers + outside reading (10%): unified by levels",商英A班,2.0,高級班(第4級)。,1114,439,0.7142857142857143,1114_439
"Grading
In-class work 45%
(1)	Homework assignment (extensive reading, ESP/NGSL vocabulary) (20%)
(2)	Activities (e.g., attendance, online work, classroom tasks, etc.) (25%)
Midterm exam 35%
(1)	Written component (20%)
(2)	Oral component (3 interviews) (15%)
Final exam 20%",商英B班,2.0,初級班(第1級)。,1111,191,0.8857142857142857,1111_191
nan,商英B班,2.0,中級班(第2級)。,1112,251,0.7714285714285715,1112_251
"Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) NGSL vocabulary: 10%
(4) Extensive reading: 10%
(5) Other in-class activities: 20%
Midterm exam 20%
Exam papers + outside reading (10%)
Final exam 20%
Exam papers + outside reading (10%)",商英B班,2.0,中級班(第2級)。,1112,129,0.7142857142857143,1112_129
